epoch,train_loss,train_pixel_loss,train_boundary_loss,train_shape_loss,val_loss,val_pixel_loss,val_boundary_loss,val_shape_loss,val_iou,val_dice,val_precision,val_recall,val_pixel_accuracy,learning_rate,epoch_time_seconds,total_time_seconds
1,0.5093082090218862,0.6438608434465196,0.24020292858282724,0.0,0.45213930308818817,0.0,0.0,0.0,2.7217551638759148e-05,5.443213968320325e-05,0.16666668830038667,2.722051477280934e-05,0.8741448819637299,0.00016666666666666666,10.283052921295166,10.301403760910034
2,0.40900908907254535,0.5401733418305715,0.1466805719667011,0.0,0.44383372366428375,0.0,0.0,0.0,1.361026034533302e-05,2.7219774444122097e-05,1.0,1.361026034533302e-05,0.8741582334041595,0.0003333333333333333,0.3866598606109619,11.006494045257568
3,0.33734901083840263,0.45994360579384697,0.09215982672241,0.0,0.40525317192077637,0.0,0.0,0.0,3.64090355087221e-12,3.64090355087221e-12,1.0,3.64090355087221e-12,0.8741563260555267,0.0005,0.3901855945587158,11.52866244316101
4,0.2890491253799862,0.40134168333477444,0.06446401526530583,0.0,0.3570161461830139,0.0,0.0,0.0,3.64090355087221e-12,3.64090355087221e-12,1.0,3.64090355087221e-12,0.8741563260555267,0.0005,0.40389084815979004,12.059008598327637
5,0.2627879132827123,0.3665835228231218,0.05519670537776417,0.0,0.30913273990154266,0.0,0.0,0.0,3.64090355087221e-12,3.64090355087221e-12,1.0,3.64090355087221e-12,0.8741563260555267,0.0004994418313118571,0.39153361320495605,12.5802903175354
6,0.2315799593925476,0.32247523466746014,0.04978940180606312,0.0,0.2801758348941803,0.0,0.0,0.0,3.64090355087221e-12,3.64090355087221e-12,1.0,3.64090355087221e-12,0.8741563260555267,0.0004977698181642873,0.4051828384399414,13.151027202606201
7,0.22485796941651237,0.3147289322482215,0.04511604830622673,0.0,0.2615964487195015,0.0,0.0,0.0,3.64090355087221e-12,3.64090355087221e-12,1.0,3.64090355087221e-12,0.8741563260555267,0.0004949914281738948,0.4302513599395752,13.723117113113403
8,0.21193700035413107,0.2947849912775887,0.046241019335058,0.0,0.256445474922657,0.0,0.0,0.0,3.64090355087221e-12,3.64090355087221e-12,1.0,3.64090355087221e-12,0.8741563260555267,0.0004911190703048414,0.4159533977508545,14.27775239944458
9,0.19379850725332895,0.2708791262573666,0.039637254344092474,0.0,0.25544000416994095,0.0,0.0,0.0,3.64090355087221e-12,3.64090355087221e-12,1.0,3.64090355087221e-12,0.8741563260555267,0.00048617003944739936,0.4216947555541992,14.827078580856323
10,0.16571557521820068,0.22830883661905924,0.040529053658246994,0.0,0.2605767473578453,0.0,0.0,0.0,3.64090355087221e-12,3.64090355087221e-12,1.0,3.64090355087221e-12,0.8741563260555267,0.00048016643917477345,0.4217512607574463,15.377607822418213
11,0.15515188872814178,0.2131371150414149,0.039181430306699544,0.0,0.27474814653396606,0.0,0.0,0.0,3.64090355087221e-12,3.64090355087221e-12,1.0,3.64090355087221e-12,0.8741563260555267,0.0004731350830231774,0.3856542110443115,15.921169519424438
